"Geschlecht","Groesse","Alter","Gewicht","Studienrichtung","Abschluss","Job","Jobdauer","Vorbildung","Geburtsjahr","Plz","Ort","Bundesland"
"w",173,28,77,"Angewandte Kulturwissenschaft","Bachelor","nein",0,"AHS",1994,9135,"Bad Eisenkappel","K"
"w",159,20,55,"Geschichte","Bachelor","nein",0,"HAK",2002,9184,"St. Jakob im Rosental","K"
"m",177,23,89,"Informationstechnik","Bachelor","nein",0,"AHS",1999,9545,"Radenthein","K"
"m",159,20,59,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2002,9851,"Lieserbrücke","K"
"w",169,19,75,"Wirtschaftsinformatik","Bachelor","ja",20,"AHS",2003,9363,"Metnitz","K"
"m",168,21,62,"Philosophie","Bachelor","ja",9,"Sonst",2001,9754,"Steinfeld","K"
"m",182,21,69,"Germanistik","Master","nein",0,"Ausl",2001,9302,"St. Veit an der Glan","K"
"w",147,20,47,"Wirtschaft und Recht","Master","ja",22,"Ausl",2002,9473,"Lavamünd","K"
"w",171,21,79,"Informationstechnik","PhD","nein",0,"HBLA",2001,9816,"Penk","K"
"m",170,20,62,"Medien- und Kommunikationswissenschaften","PhD","nein",0,"AHS",2002,9546,"Bad Kleinkirchheim","K"
"w",173,19,67,"Anglistik und Amerikanistik","Bachelor","ja",10,"AHS",2003,9071,"Köttmannsdorf","K"
"w",162,22,70,"Romanistik","Master","ja",4,"Sonst",2000,9334,"Guttaring","K"
"w",157,26,55,"International Business and Economics","Bachelor","ja",18,"Ausl",1996,9500,"Villach","K"
"m",178,20,66,"International Business and Economics","Master","ja",24,"AHS",2002,9601,"Arnoldstein","K"
"w",162,22,74,"Angewandte Kulturwissenschaft","Master","ja",10,"Ausl",2000,9762,"Weißensee","K"
"m",169,21,71,"Angewandte Informatik","Master","nein",0,"Ausl",2001,9000,"Villach","K"
"w",155,20,57,"Wirtschaft und Recht","Master","nein",0,"Ausl",2002,9822,"Mallnitz","K"
"m",193,27,90,"Angewandte Kulturwissenschaft","Master","ja",30,"HAK",1995,9335,"Lölling","K"
"w",154,18,55,"Informationstechnik","Master","ja",16,"AHS",2004,9463,"Reichenfels","K"
"w",166,25,45,"Technische Mathematik","Master","ja",24,"HBLA",1997,9172,"Zell-Pfarre","K"
"w",160,22,57,"Robotics and Artificial Intelligence","Bachelor","ja",15,"AHS",2000,9113,"Ruden","K"
"w",154,21,57,"Germanistik","Bachelor","ja",14,"Sonst",2001,9640,"Kötschach-Mauthen","K"
"w",151,22,46,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",26,"AHS",2000,9536,"St. Egyden","K"
"m",162,23,96,"Slawistik","Master","nein",0,"Ausl",1999,9530,"Bad Bleiberg","K"
"w",151,19,47,"Angewandte Informatik","Master","nein",0,"HAK",2003,9470,"St. Paul im Lavanttal","K"
"m",162,21,59,"Philosophie","Master","ja",34,"Ausl",2001,9564,"Patergassen","K"
"m",179,22,88,"Robotics and Artificial Intelligence","Master","nein",0,"HAK",2000,9544,"Feld am See","K"
"w",160,23,60,"Psychologie","PhD","ja",14,"AHS",1999,9722,"Gummern","K"
"w",178,19,64,"Germanistik","Master","ja",13,"Ausl",2003,9761,"Greifenburg","K"
"m",179,22,76,"Psychologie","Master","ja",6,"Ausl",2000,9570,"Ossiach","K"
"w",175,21,59,"Wirtschaftsinformatik","Bachelor","nein",0,"HBLA",2001,9061,"Klagenfurt-Wölfnitz","K"
"w",166,25,57,"Medien- und Kommunikationswissenschaften","Master","ja",1,"HBLA",1997,9462,"Bad St. Leonhard im Lavanttal","K"
"m",181,22,82,"Geographie","Master","ja",24,"HTL",2000,9642,"Laas","K"
"w",166,22,60,"Angewandte Kulturwissenschaft","Master","nein",0,"AHS",2000,9546,"Bad Kleinkirchheim","K"
"w",159,22,60,"Geographie","Bachelor","ja",15,"Ausl",2000,9580,"Villach-Drobollach am Faaker See","K"
"m",181,24,84,"Slawistik","PhD","ja",17,"AHS",1998,9231,"Köstenberg","K"
"m",174,20,68,"Informationstechnik","Bachelor","ja",19,"Sonst",2002,9811,"Lendorf","K"
"w",170,22,62,"International Business and Economics","Bachelor","nein",0,"HAK",2000,9536,"St. Egyden","K"
"m",168,20,88,"Informationstechnik","Bachelor","ja",20,"HAK",2002,9150,"Bleiburg","K"
"m",182,22,87,"Romanistik","PhD","ja",10,"Ausl",2000,9150,"Bleiburg","K"
"m",172,19,62,"Medien- und Kommunikationswissenschaften","Master","ja",10,"Sonst",2003,9721,"Weißenstein","K"
"m",167,22,64,"Angewandte Informatik","Bachelor","ja",5,"Ausl",2000,9622,"Weißbriach","K"
"w",147,20,42,"Germanistik","Bachelor","ja",14,"Sonst",2002,9614,"Vorderberg","K"
"w",175,25,78,"Philosophie","Master","nein",0,"Ausl",1997,9565,"Ebene Reichenau","K"
"w",166,20,56,"Geschichte","Master","ja",28,"Ausl",2002,9861,"Eisentratten","K"
"w",162,19,74,"Germanistik","Master","nein",0,"AHS",2003,9071,"Köttmannsdorf","K"
"m",180,21,98,"Wirtschaft und Recht","PhD","ja",18,"AHS",2001,9402,"Wolfsberg, Kärnten","K"
"w",162,21,58,"International Business and Economics","Master","nein",0,"Ausl",2001,9220,"Velden am Wörther See","K"
"w",152,18,52,"International Business and Economics","Bachelor","nein",0,"AHS",2004,9584,"Finkenstein","K"
"m",157,22,55,"Angewandte Kulturwissenschaft","Master","nein",0,"HAK",2000,9714,"Stockenboi","K"
"w",160,25,59,"Angewandte Informatik","Master","ja",26,"HBLA",1997,9184,"St. Jakob im Rosental","K"
"w",159,20,60,"Erziehungs- und Bildungswissenschaft","PhD","nein",0,"HBLA",2002,9572,"Deutsch Griffen","K"
"m",166,29,72,"Romanistik","Master","ja",19,"Ausl",1993,9000,"Villach","K"
"w",165,21,71,"Angewandte Kulturwissenschaft","PhD","ja",8,"Ausl",2001,9524,"Villach-St. Magdalen","K"
"m",171,18,60,"Germanistik","Master","ja",11,"AHS",2004,9652,"Birnbaum","K"
"m",181,21,69,"Germanistik","Master","ja",24,"Ausl",2001,9543,"Arriach","K"
"w",172,21,61,"Psychologie","Master","nein",0,"HAK",2001,9556,"Liebenfels","K"
"w",157,21,55,"Wirtschaftsinformatik","Bachelor","nein",0,"AHS",2001,9061,"Klagenfurt-Wölfnitz","K"
"m",167,22,79,"Wirtschaftsinformatik","Master","ja",18,"Sonst",2000,9544,"Feld am See","K"
"w",163,27,60,"International Business and Economics","Master","ja",17,"HAK",1995,9029,"Klagenfurt am Wörthersee","K"
"m",185,22,74,"Geschichte","Bachelor","nein",0,"AHS",2000,9112,"Griffen","K"
"w",148,24,52,"Philosophie","Bachelor","nein",0,"HBLA",1998,9020,"Klagenfurt am Wörthersee","K"
"m",167,22,70,"Anglistik und Amerikanistik","Bachelor","nein",0,"Ausl",2000,9852,"Trebesing","K"
"w",156,24,55,"Geographie","Bachelor","ja",7,"Ausl",1998,9544,"Feld am See","K"
"m",177,19,83,"Angewandte Kulturwissenschaft","Bachelor","ja",18,"Ausl",2003,9210,"Pörtschach am Wörther See","K"
"m",193,20,109,"Erziehungs- und Bildungswissenschaft","Master","ja",27,"HBLA",2002,9141,"Eberndorf","K"
"m",170,20,62,"Philosophie","Bachelor","nein",0,"HBLA",2002,9155,"Neuhaus","K"
"w",159,20,55,"Anglistik und Amerikanistik","Bachelor","nein",0,"AHS",2002,9072,"Ludmannsdorf","K"
"w",148,19,48,"Informationstechnik","Master","nein",0,"Ausl",2003,9854,"Malta","K"
"w",154,21,50,"Angewandte Kulturwissenschaft","Bachelor","nein",0,"AHS",2001,9773,"Irschen","K"
"w",168,18,52,"Technische Mathematik","PhD","nein",0,"AHS",2004,9581,"Ledenitzen","K"
"m",168,19,75,"Germanistik","Master","ja",10,"Sonst",2003,9554,"St. Urban","K"
"w",158,22,58,"Technische Mathematik","Master","ja",21,"Ausl",2000,9421,"Eitweg","K"
"w",159,24,60,"Philosophie","Bachelor","nein",0,"Ausl",1998,9712,"Fresach","K"
"w",162,20,58,"Technische Mathematik","Master","nein",0,"Ausl",2002,9373,"Klein St. Paul","K"
"w",175,20,62,"International Business and Economics","Master","ja",22,"HBLA",2002,9861,"Eisentratten","K"
"w",172,19,79,"Medien- und Kommunikationswissenschaften","Master","ja",13,"HTL",2003,9143,"St. Michael ob Bleiburg","K"
"w",178,18,77,"Wirtschaftsinformatik","Master","nein",0,"HAK",2004,9461,"Prebl","K"
"m",159,22,58,"Wirtschaftsinformatik","Bachelor","ja",15,"HTL",2000,9624,"Egg","K"
"m",170,19,76,"Romanistik","Bachelor","ja",10,"Sonst",2003,9062,"Moosburg","K"
"w",170,19,57,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",5,"AHS",2003,9531,"Kreuth","K"
"w",160,18,56,"Medien- und Kommunikationswissenschaften","Master","nein",0,"Ausl",2004,9027,"Klagenfurt am Wörthersee","K"
"w",165,21,40,"Informationstechnik","Master","ja",14,"HAK",2001,9584,"Finkenstein","K"
"m",169,18,51,"Angewandte Kulturwissenschaft","Master","nein",0,"HTL",2004,9026,"Klagenfurt am Wörthersee","K"
"w",147,19,46,"Angewandte Kulturwissenschaft","Bachelor","ja",12,"AHS",2003,9143,"St. Michael ob Bleiburg","K"
"m",164,21,58,"International Business and Economics","Bachelor","ja",7,"AHS",2001,9613,"Feistritz an der Gail","K"
"m",189,20,76,"Wirtschaftsinformatik","Master","nein",0,"Sonst",2002,9503,"Villach","K"
"w",160,20,59,"Informationstechnik","Master","nein",0,"HAK",2002,9232,"Rosegg","K"
"w",176,23,73,"International Business and Economics","PhD","nein",0,"HAK",1999,9560,"Feldkirchen in Kärnten","K"
"m",181,21,71,"Geschichte","Master","nein",0,"HTL",2001,9161,"Maria Rain","K"
"w",168,24,54,"Wirtschaft und Recht","Master","nein",0,"HAK",1998,9862,"Kremsbrücke","K"
"m",187,20,80,"Geschichte","Master","ja",13,"Ausl",2002,9422,"Maria Rojach","K"
"w",149,20,49,"Psychologie","Master","ja",25,"HAK",2002,9345,"Kleinglödnitz","K"
"m",169,19,77,"Wirtschaftsinformatik","Bachelor","nein",0,"Ausl",2003,9851,"Lieserbrücke","K"
"m",171,21,61,"Anglistik und Amerikanistik","Bachelor","nein",0,"HTL",2001,9851,"Lieserbrücke","K"
"m",167,19,67,"International Business and Economics","Master","nein",0,"HAK",2003,9123,"St. Primus","K"
"w",160,23,59,"Wirtschaft und Recht","Bachelor","nein",0,"Ausl",1999,9074,"Keutschach","K"
"w",145,21,42,"Technische Mathematik","Master","nein",0,"HBLA",2001,9833,"Rangersdorf","K"
"w",151,22,52,"Medien- und Kommunikationswissenschaften","PhD","ja",23,"AHS",2000,9363,"Metnitz","K"
"w",167,19,76,"Germanistik","Master","nein",0,"HAK",2003,9402,"Wolfsberg, Kärnten","K"
"w",164,23,60,"Psychologie","PhD","ja",35,"HBLA",1999,9612,"St. Georgen im Gailtal","K"
"w",172,20,66,"Angewandte Informatik","Master","nein",0,"Ausl",2002,9504,"Villach-Warmbad Villach","K"
"w",159,20,57,"Slawistik","Master","nein",0,"HAK",2002,9322,"Micheldorf","K"
"m",171,28,63,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",1994,9104,"Pustritz","K"
"w",159,19,58,"Geschichte","Master","ja",5,"Sonst",2003,9470,"St. Paul im Lavanttal","K"
"m",166,26,69,"Angewandte Kulturwissenschaft","Master","ja",10,"AHS",1996,9510,"Villach","K"
"w",164,18,56,"Anglistik und Amerikanistik","Bachelor","ja",11,"AHS",2004,9132,"Gallizien","K"
"m",165,19,62,"Wirtschaftsinformatik","Master","nein",0,"Sonst",2003,9602,"Thörl-Maglern","K"
"w",166,19,61,"Germanistik","Master","ja",17,"HBLA",2003,9065,"Ebenthal","K"
"m",173,23,64,"Robotics and Artificial Intelligence","PhD","ja",24,"AHS",1999,9373,"Klein St. Paul","K"
"w",168,22,58,"Wirtschaftsinformatik","Master","nein",0,"HBLA",2000,9130,"Poggersdorf","K"
"m",184,23,91,"Geographie","Master","ja",8,"Ausl",1999,9071,"Köttmannsdorf","K"
"m",171,26,85,"Technische Mathematik","PhD","ja",17,"AHS",1996,9501,"Villach","K"
"w",159,24,58,"Technische Mathematik","PhD","ja",17,"AHS",1998,9330,"Treibach-Althofen","K"
"w",162,19,60,"Robotics and Artificial Intelligence","Master","ja",7,"HAK",2003,9762,"Weißensee","K"
"m",169,20,70,"International Business and Economics","Master","nein",0,"AHS",2002,9072,"Ludmannsdorf","K"
"w",175,21,70,"Informationstechnik","Bachelor","ja",13,"Ausl",2001,9451,"Preitenegg","K"
"m",173,25,75,"Anglistik und Amerikanistik","Master","ja",13,"Ausl",1997,9871,"Seeboden","K"
"m",181,19,82,"Wirtschaftsinformatik","Master","ja",18,"AHS",2003,9143,"St. Michael ob Bleiburg","K"
"w",165,20,57,"Robotics and Artificial Intelligence","PhD","nein",0,"AHS",2002,9814,"Mühldorf","K"
"w",173,20,73,"Angewandte Informatik","Bachelor","ja",17,"HAK",2002,9123,"St. Primus","K"
"w",160,21,59,"Wirtschaftsinformatik","Master","ja",8,"AHS",2001,9135,"Bad Eisenkappel","K"
"w",141,19,39,"Germanistik","Master","ja",18,"Ausl",2003,9031,"Klagenfurt","K"
"w",167,19,61,"International Business and Economics","Master","ja",5,"HAK",2003,9372,"Eberstein","K"
"w",154,20,49,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"HAK",2002,9470,"St. Paul im Lavanttal","K"
"m",178,18,67,"Romanistik","Master","nein",0,"HAK",2004,9502,"Villach","K"
"w",154,41,50,"Wirtschaft und Recht","Master","nein",0,"Ausl",1981,9711,"Paternion","K"
"w",161,21,55,"Geographie","Master","ja",13,"HAK",2001,9535,"Schiefling am Wörthersee","K"
"m",170,20,51,"Angewandte Informatik","PhD","nein",0,"Sonst",2002,9721,"Weißenstein","K"
"w",160,22,58,"Slawistik","Master","ja",13,"HAK",2000,9413,"St. Gertraud","K"
"w",157,19,58,"Angewandte Informatik","Master","nein",0,"HBLA",2003,9531,"Kreuth","K"
"m",166,22,70,"Wirtschaft und Recht","PhD","ja",38,"Sonst",2000,9112,"Griffen","K"
"m",176,20,72,"Philosophie","Master","ja",8,"Sonst",2002,9183,"Rosenbach","K"
"w",152,31,52,"Geographie","Master","ja",21,"AHS",1991,9572,"Deutsch Griffen","K"
"m",172,20,59,"Erziehungs- und Bildungswissenschaft","Master","ja",14,"HTL",2002,9172,"Zell-Pfarre","K"
"w",160,21,56,"Technische Mathematik","Master","nein",0,"HAK",2001,9344,"Weitensfeld","K"
"m",169,21,71,"Slawistik","Master","ja",26,"Ausl",2001,9360,"Friesach","K"
"m",188,20,89,"Philosophie","Master","nein",0,"Ausl",2002,9653,"Liesing","K"
"m",159,22,57,"Angewandte Informatik","Master","nein",0,"Ausl",2000,9754,"Steinfeld","K"
"w",162,23,68,"Philosophie","Master","ja",16,"Ausl",1999,9212,"Techelsberg am Wörther See","K"
"w",152,23,51,"Romanistik","Master","nein",0,"Ausl",1999,9871,"Seeboden","K"
"w",151,23,48,"Informationstechnik","Master","ja",6,"Ausl",1999,9655,"Maria Luggau","K"
"m",174,22,88,"Angewandte Kulturwissenschaft","Master","ja",9,"Ausl",2000,9862,"Kremsbrücke","K"
"m",192,19,97,"Geschichte","PhD","ja",6,"HBLA",2003,9431,"St. Stefan","K"
"m",185,20,74,"Erziehungs- und Bildungswissenschaft","Bachelor","nein",0,"AHS",2002,9020,"Klagenfurt am Wörthersee","K"
"m",175,20,60,"Robotics and Artificial Intelligence","Master","ja",34,"Ausl",2002,9552,"Steindorf am Ossiacher See","K"
"m",169,19,56,"Informationstechnik","Master","ja",14,"HAK",2003,9412,"St. Margarethen im Lavanttal","K"
"m",190,19,73,"Slawistik","PhD","ja",21,"AHS",2003,9813,"Möllbrücke","K"
"m",172,21,81,"Geographie","Master","ja",10,"HAK",2001,9814,"Mühldorf","K"
"w",155,18,55,"Psychologie","Master","nein",0,"AHS",2004,9065,"Ebenthal","K"
"m",163,27,68,"Romanistik","Master","ja",17,"AHS",1995,9842,"Mörtschach","K"
"w",157,26,59,"Betriebswirtschaft","Master","ja",14,"HBLA",1996,9023,"Klagenfurt am Wörthersee","K"
"m",187,21,91,"Slawistik","Master","nein",0,"HBLA",2001,9170,"Ferlach","K"
"w",171,23,75,"Betriebswirtschaft","Master","nein",0,"HAK",1999,9713,"Zlan","K"
"w",166,20,63,"Wirtschaft und Recht","Bachelor","nein",0,"AHS",2002,9722,"Gummern","K"
"w",149,23,52,"Angewandte Kulturwissenschaft","Master","nein",0,"HAK",1999,9714,"Stockenboi","K"
"m",172,22,77,"Medien- und Kommunikationswissenschaften","Master","ja",14,"HTL",2000,9061,"Klagenfurt-Wölfnitz","K"
"m",183,23,85,"Psychologie","Bachelor","ja",20,"HAK",1999,9311,"Kraig","K"
"w",159,22,53,"Germanistik","PhD","nein",0,"Ausl",2000,9210,"Pörtschach am Wörther See","K"
"m",169,18,71,"Medien- und Kommunikationswissenschaften","PhD","nein",0,"AHS",2004,9774,"Simmerlach","K"
"w",162,18,64,"Wirtschaft und Recht","Master","nein",0,"Sonst",2004,9023,"Klagenfurt am Wörthersee","K"
"m",168,20,71,"Anglistik und Amerikanistik","Bachelor","nein",0,"Sonst",2002,9842,"Mörtschach","K"
"w",159,27,60,"Robotics and Artificial Intelligence","Master","nein",0,"Ausl",1995,9563,"Gnesau","K"
"m",193,25,76,"Medien- und Kommunikationswissenschaften","Master","ja",4,"Ausl",1997,9111,"Haimburg","K"
"m",178,19,86,"Angewandte Kulturwissenschaft","Bachelor","ja",16,"AHS",2003,9081,"Reifnitz","K"
"w",172,22,63,"Betriebswirtschaft","Bachelor","ja",15,"HAK",2000,9551,"Bodensdorf","K"
"w",162,22,60,"Angewandte Kulturwissenschaft","Master","nein",0,"HBLA",2000,9142,"Globasnitz","K"
"w",158,21,58,"International Business and Economics","Master","nein",0,"HBLA",2001,9324,"Passering","K"
"w",167,23,61,"Geographie","Bachelor","nein",0,"Ausl",1999,9815,"Kolbnitz","K"
"m",162,21,68,"Slawistik","PhD","nein",0,"Ausl",2001,9634,"Gundersheim","K"
"m",186,20,70,"Wirtschaft und Recht","Master","ja",8,"Sonst",2002,9583,"Faak am See","K"
"w",160,23,57,"Geographie","Bachelor","nein",0,"HBLA",1999,9651,"St. Jakob im Lesachtal","K"
"w",138,20,39,"Geographie","Master","ja",14,"AHS",2002,9611,"Nötsch","K"
"w",155,23,57,"Betriebswirtschaft","Master","ja",14,"Ausl",1999,9000,"Villach","K"
"w",159,26,58,"Wirtschaftsinformatik","Master","ja",10,"Ausl",1996,9034,"Klagenfurt","K"
"w",178,21,74,"Wirtschaft und Recht","Master","ja",13,"AHS",2001,9072,"Ludmannsdorf","K"
"m",173,22,84,"Angewandte Informatik","Master","nein",0,"Sonst",2000,9701,"Rothenthurn","K"
"w",150,19,51,"Informationstechnik","Bachelor","ja",20,"AHS",2003,9520,"Sattendorf","K"
"w",160,20,56,"Angewandte Informatik","PhD","nein",0,"Ausl",2002,9712,"Fresach","K"
"w",155,20,56,"Germanistik","PhD","nein",0,"HBLA",2002,9441,"Twimberg","K"
"m",161,22,60,"Informationstechnik","Bachelor","ja",17,"AHS",2000,9546,"Bad Kleinkirchheim","K"
"w",157,18,57,"Slawistik","Bachelor","ja",11,"Ausl",2004,9702,"Ferndorf","K"
"w",147,19,46,"International Business and Economics","Bachelor","nein",0,"AHS",2003,9863,"Rennweg","K"
"w",183,21,75,"Geschichte","PhD","nein",0,"HAK",2001,9712,"Fresach","K"
"w",164,20,56,"Anglistik und Amerikanistik","Master","ja",18,"HBLA",2002,9535,"Schiefling am Wörthersee","K"
"m",179,21,86,"Angewandte Informatik","Bachelor","nein",0,"HBLA",2001,9344,"Weitensfeld","K"
"m",165,19,82,"Angewandte Informatik","Master","nein",0,"Ausl",2003,9231,"Köstenberg","K"
"m",184,19,75,"Romanistik","Master","ja",27,"Ausl",2003,9521,"Treffen","K"
"m",178,22,68,"Wirtschaft und Recht","Bachelor","ja",26,"HAK",2000,9210,"Pörtschach am Wörther See","K"
"m",166,23,60,"Slawistik","Master","nein",0,"Ausl",1999,9210,"Pörtschach am Wörther See","K"
"w",161,20,60,"Romanistik","Bachelor","ja",20,"HAK",2002,9161,"Maria Rain","K"
"w",159,20,55,"International Business and Economics","Master","nein",0,"HAK",2002,9422,"Maria Rojach","K"
"w",172,22,80,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"Ausl",2000,9143,"St. Michael ob Bleiburg","K"
"m",173,23,87,"Philosophie","Master","ja",3,"AHS",1999,9762,"Weißensee","K"
"m",183,22,90,"Medien- und Kommunikationswissenschaften","Bachelor","ja",20,"HAK",2000,9181,"Feistritz im Rosental","K"
"w",168,20,58,"Geschichte","Master","nein",0,"HTL",2002,9842,"Mörtschach","K"
"w",160,19,60,"Technische Mathematik","PhD","nein",0,"HAK",2003,9503,"Villach","K"
"w",162,21,58,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2001,9102,"Mittertrixen","K"
"w",155,20,56,"Philosophie","Master","ja",35,"Ausl",2002,9374,"Wieting","K"
"m",170,19,73,"Informationstechnik","Bachelor","ja",10,"HAK",2003,9652,"Birnbaum","K"
"w",151,21,56,"Informationstechnik","PhD","nein",0,"HAK",2001,9631,"Jenig","K"
"w",159,31,56,"Romanistik","PhD","ja",13,"HBLA",1991,9311,"Kraig","K"
"m",171,21,59,"Betriebswirtschaft","Bachelor","ja",10,"HAK",2001,9501,"Villach","K"
"w",160,23,60,"Germanistik","Bachelor","nein",0,"HAK",1999,9500,"Villach","K"
"m",194,19,79,"Betriebswirtschaft","Bachelor","ja",15,"AHS",2003,9300,"St. Veit an der Glan","K"
"w",163,20,58,"Geschichte","Bachelor","ja",15,"Ausl",2002,9182,"Maria Elend","K"
"w",150,20,51,"Informationstechnik","Bachelor","nein",0,"HAK",2002,9063,"Maria Saal","K"
"w",169,20,65,"Romanistik","Master","nein",0,"Ausl",2002,9613,"Feistritz an der Gail","K"
"m",172,22,74,"Informationstechnik","Master","nein",0,"HTL",2000,9620,"Hermagor","K"
"w",173,20,64,"Informationstechnik","Master","nein",0,"AHS",2002,9651,"St. Jakob im Lesachtal","K"
"w",162,22,59,"Erziehungs- und Bildungswissenschaft","Master","ja",14,"HAK",2000,9814,"Mühldorf","K"
"w",175,21,56,"Angewandte Kulturwissenschaft","PhD","nein",0,"HBLA",2001,9500,"Villach","K"
"w",162,21,75,"Romanistik","Master","nein",0,"Ausl",2001,9536,"St. Egyden","K"
"m",170,21,72,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",5,"Ausl",2001,9130,"Poggersdorf","K"
"m",190,21,91,"Erziehungs- und Bildungswissenschaft","PhD","nein",0,"Ausl",2001,9861,"Eisentratten","K"
"m",163,20,54,"Informationstechnik","Master","ja",17,"AHS",2002,9183,"Rosenbach","K"
"m",177,21,95,"International Business and Economics","Bachelor","nein",0,"Sonst",2001,9302,"St. Veit an der Glan","K"
"w",154,20,55,"Romanistik","Master","nein",0,"AHS",2002,9873,"Döbriach","K"
"m",184,21,77,"Betriebswirtschaft","Master","ja",13,"AHS",2001,9762,"Weißensee","K"
"m",178,20,68,"Angewandte Kulturwissenschaft","PhD","ja",20,"Ausl",2002,9400,"Wolfsberg","K"
"m",171,20,87,"International Business and Economics","Master","ja",19,"AHS",2002,9583,"Faak am See","K"
"w",159,21,59,"Wirtschaftsinformatik","Master","ja",25,"Ausl",2001,9620,"Hermagor","K"
"m",181,18,83,"Philosophie","Master","ja",14,"Sonst",2004,9413,"St. Gertraud","K"
"w",153,20,49,"Wirtschaftsinformatik","Master","ja",9,"Ausl",2002,9524,"Villach-St. Magdalen","K"
"m",168,21,57,"Technische Mathematik","Master","ja",8,"Ausl",2001,9816,"Penk","K"
"m",177,23,69,"Robotics and Artificial Intelligence","Bachelor","nein",0,"AHS",1999,9536,"St. Egyden","K"
"w",168,19,77,"Psychologie","Bachelor","ja",15,"HAK",2003,9375,"Hüttenberg","K"
"w",148,24,44,"Betriebswirtschaft","Master","ja",14,"HBLA",1998,9500,"Villach","K"
"m",176,21,79,"Erziehungs- und Bildungswissenschaft","Bachelor","nein",0,"Ausl",2001,9572,"Deutsch Griffen","K"
"w",153,21,57,"Erziehungs- und Bildungswissenschaft","PhD","ja",21,"AHS",2001,9632,"Kirchbach","K"
"w",157,22,59,"Geographie","Bachelor","ja",16,"Ausl",2000,9313,"St. Georgen am Längsee","K"
"w",172,21,66,"Psychologie","Bachelor","ja",28,"HAK",2001,9133,"Sittersdorf","K"
"m",182,21,70,"Slawistik","Master","nein",0,"HBLA",2001,9571,"Sirnitz","K"
"m",172,19,75,"Robotics and Artificial Intelligence","PhD","ja",10,"Ausl",2003,9411,"St. Michael","K"
"w",155,18,50,"Betriebswirtschaft","Bachelor","ja",15,"Ausl",2004,9524,"Villach-St. Magdalen","K"
"w",164,18,60,"Medien- und Kommunikationswissenschaften","Bachelor","nein",0,"AHS",2004,9615,"Görtschach","K"
"w",175,20,67,"Wirtschaft und Recht","PhD","nein",0,"HTL",2002,9772,"Dellach","K"
"w",169,21,60,"Angewandte Informatik","Master","nein",0,"HAK",2001,9851,"Lieserbrücke","K"
"w",165,22,65,"Informationstechnik","Bachelor","ja",3,"HBLA",2000,9374,"Wieting","K"
"w",163,28,55,"Betriebswirtschaft","PhD","ja",33,"AHS",1994,9722,"Gummern","K"
"w",170,27,83,"Germanistik","Master","ja",21,"HAK",1995,9555,"Glanegg","K"
"m",181,21,85,"Psychologie","Master","ja",7,"AHS",2001,9170,"Ferlach","K"
"w",168,19,75,"Slawistik","Master","ja",18,"HAK",2003,9546,"Bad Kleinkirchheim","K"
"w",156,19,58,"Philosophie","Master","ja",12,"HAK",2003,9402,"Wolfsberg, Kärnten","K"
"m",152,21,57,"Romanistik","Bachelor","nein",0,"Ausl",2001,9371,"Brückl","K"
"m",169,20,62,"Wirtschaftsinformatik","Master","ja",11,"Ausl",2002,9634,"Gundersheim","K"
"m",184,20,86,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2002,9013,"Klagenfurt am Wörthersee","K"
"w",160,20,56,"Slawistik","Master","ja",17,"Ausl",2002,9313,"St. Georgen am Längsee","K"
"w",157,22,58,"Romanistik","Bachelor","ja",18,"Sonst",2000,9132,"Gallizien","K"
"m",158,20,53,"Robotics and Artificial Intelligence","Bachelor","ja",18,"Ausl",2002,9861,"Eisentratten","K"
"w",157,20,55,"Anglistik und Amerikanistik","Master","ja",14,"AHS",2002,9132,"Gallizien","K"
"w",156,21,57,"Romanistik","Master","nein",0,"Sonst",2001,9064,"Pischeldorf","K"
"w",157,20,54,"Germanistik","Bachelor","nein",0,"HBLA",2002,9854,"Malta","K"
"w",163,19,53,"Robotics and Artificial Intelligence","Master","nein",0,"HAK",2003,9822,"Mallnitz","K"
"m",172,21,61,"Philosophie","Master","ja",17,"AHS",2001,9762,"Weißensee","K"
"m",184,20,89,"Anglistik und Amerikanistik","Bachelor","ja",28,"Ausl",2002,9812,"Pusarnitz","K"
"m",161,21,58,"Betriebswirtschaft","PhD","nein",0,"HAK",2001,9800,"Spittal an der Drau","K"
"w",150,22,50,"Informationstechnik","PhD","nein",0,"Ausl",2000,9753,"Lind im Drautal","K"
"w",153,19,52,"Robotics and Artificial Intelligence","Master","nein",0,"AHS",2003,9841,"Winklern","K"
"m",174,19,79,"Germanistik","Master","nein",0,"AHS",2003,9653,"Liesing","K"
"w",179,19,83,"Medien- und Kommunikationswissenschaften","Master","ja",10,"AHS",2003,9073,"Klagenfurt-Viktring","K"
"m",185,21,87,"Betriebswirtschaft","Master","nein",0,"Sonst",2001,9314,"Launsdorf","K"
